Timestamp WorkflowId PeakValueRss2 PeakValueVsize2 TotalJobCPU2 TotalJobTime2 
1744318800.0 16834.402 420 1213 946 778 
1744318800.0 16834.407 419 1233 967 793 
1744318800.0 16834.412 416 1210 943 782 
1744318800.0 16834.413 419 1225 970 785 
1744318800.0 16850.407 415 1226 941 798 
1744318800.0 17034.402 738 1627 2072 1240 
1744318800.0 17034.403 726 1668 2026 1215 
1744318800.0 17034.406 759 1669 2145 1242 
1744318800.0 17034.407 756 1660 2237 1267 
1744318800.0 17034.412 758 1664 2176 1255 
1744318800.0 17034.413 728 1662 2097 1263 
1744318800.0 17034.422 747 1694 2177 1258 
1744318800.0 17034.423 728 1643 2084 1213 
1744318800.0 17034.424 754 1689 2135 1191 
1744318800.0 17050.402 721 1671 2070 1217 
1744318800.0 17050.403 694 1590 1958 1225 
1744318800.0 17050.406 673 1631 2129 1241 
1744318800.0 17050.407 725 1669 2055 1223 
1744318800.0 17061.402 713 1690 1986 1225 
1744318800.0 29634.402 591 7962 1671 1475 
1744318800.0 29634.403 591 7941 1697 1508 
1744318800.0 29634.404 589 7948 1679 1486 
1744318800.0 29634.406 545 7956 1692 1576 
1744318800.0 29834.402 1194 8843 4440 2704 
1744318800.0 29834.403 1275 8901 4730 2603 
1744318800.0 29834.404 1254 8851 4590 2494 
