Timestamp WorkflowId PeakValueRss1 PeakValueRss2 PeakValueRss3 PeakValueRss4 PeakValueVsize1 PeakValueVsize2 PeakValueVsize3 PeakValueVsize4 TotalJobCPU1 TotalJobCPU2 TotalJobCPU3 TotalJobCPU4 TotalJobTime1 TotalJobTime2 TotalJobTime3 TotalJobTime4
1699221600.0 12434.503 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.506 NA 461 177 0 NA 611 262 0 NA 1133 392 322 NA 726 532 413
1699221600.0 12434.507 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.513 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.582 NA 462 220 0 NA 604 321 0 NA 1126 451 285 NA 693 539 387
1699221600.0 12434.583 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.586 NA 463 225 0 NA 590 324 0 NA 1129 463 292 NA 686 556 398
1699221600.0 12434.587 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.592 NA 465 587 NA NA 604 704 NA NA 1140 1375 NA NA 702 1443 NA
1699221600.0 12434.593 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12434.596 NA 461 586 NA NA 576 723 NA NA 1157 1389 NA NA 730 1397 NA
1699221600.0 12434.597 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12450.502 NA 449 174 0 NA 581 258 0 NA 1112 389 291 NA 703 536 392
1699221600.0 12450.503 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 12450.506 NA 450 176 0 NA 590 259 0 NA 1087 366 356 NA 676 500 459
1699221600.0 12450.507 NA 0 NA NA NA 0 NA NA NA 0 NA NA NA 0 NA NA
1699221600.0 141.008506 NA 408 182 0 NA 540 287 0 NA 1747 613 169 NA 828 540 285
1699221600.0 141.008512 NA 409 165 0 NA 564 239 0 NA 1693 421 160 NA 810 473 264
1699221600.0 141.008513 NA 415 0 NA NA 554 0 NA NA 1762 0 NA NA 843 0 NA
1699221600.0 141.008522 NA 414 162 0 NA 580 230 0 NA 1756 443 153 NA 828 481 248
1699221600.0 141.008523 NA 406 0 NA NA 556 0 NA NA 1785 0 NA NA 848 0 NA
1699221600.0 160.03502 114 225 104 434 214 311 143 709 688 189 277 733 744 227 715 890
